date,ticker,spot,open,call_vol,put_vol,call_oi,put_oi,call_prem,put_prem,pc_vol,pc_oi,n_expiries,atm_iv,iv_skew,exp_move,vix,vxn,ovx,sp500,nasdaq
2026-07-15,MSFT,,,272418,100817,0,0,93036703.0,80262310.0,0.3701,,8,,,,15.670000076293945,25.649999618530273,58.959999084472656,7572.39990234375,26269.23046875
2026-07-15,NVDA,,,1878528,766742,0,0,689467710.0,95834554.0,0.4082,,8,,,,15.670000076293945,25.649999618530273,58.959999084472656,7572.39990234375,26269.23046875
2026-07-15,TSLA,,,850283,533919,309,1282,374690190.0,363263461.0,0.6279,4.1489,8,,,,15.670000076293945,25.649999618530273,58.959999084472656,7572.39990234375,26269.23046875
2026-07-15,WMT,,,39028,18328,0,0,10438513.0,6919388.0,0.4696,,7,,,,15.670000076293945,25.649999618530273,58.959999084472656,7572.39990234375,26269.23046875
2026-07-15,XOM,,,27358,14071,1,14,13935151.0,3392179.0,0.5143,14.0,7,,,,15.670000076293945,25.649999618530273,58.959999084472656,7572.39990234375,26269.23046875
2026-07-16,AAPL,327.5,317.62,464295,314353,0,0,300129628.0,44482839.0,0.6771,,8,0.0156,0.0,0.0038,16.729999542236328,27.34000015258789,55.90999984741211,7533.77001953125,25881.94921875
2026-07-16,AMZN,254.96,249.75,346415,134627,0,0,310241755.0,126913357.0,0.3886,,8,0.0156,0.0,0.0044,16.729999542236328,27.34000015258789,55.90999984741211,7533.77001953125,25881.94921875
2026-07-16,GOOGL,370.92,357.97,184405,70239,36,4,153204845.0,15466942.0,0.3809,0.1111,8,0.0234,0.0312,0.0058,16.729999542236328,27.34000015258789,55.90999984741211,7533.77001953125,25881.94921875
2026-07-16,JPM,346.91,345.85,40802,17255,616,1411,51153769.0,2955298.0,0.4229,2.2906,7,0.0156,0.0,0.0044,16.729999542236328,27.34000015258789,55.90999984741211,7533.77001953125,25881.94921875
2026-07-16,META,681.31,663.6,235905,71223,0,16,298918084.0,41229698.0,0.3019,,8,0.0156,0.0,0.0044,16.729999542236328,27.34000015258789,55.90999984741211,7533.77001953125,25881.94921875
2026-07-16,MSFT,395.63,387.8,246696,73456,0,0,130631377.0,53902503.0,0.2978,,8,0.0156,0.0,0.0044,16.729999542236328,27.34000015258789,55.90999984741211,7533.77001953125,25881.94921875
2026-07-16,NVDA,212.5,211.96,952830,405102,512,854,412240946.0,82060635.0,0.4252,1.668,8,0.0156,0.0,0.0038,16.729999542236328,27.34000015258789,55.90999984741211,7533.77001953125,25881.94921875
2026-07-16,TSLA,394.46,399.4,567374,336796,281,13049,330714695.0,266558460.0,0.5936,46.4377,8,0.0156,0.0,0.0044,16.729999542236328,27.34000015258789,55.90999984741211,7533.77001953125,25881.94921875
2026-07-16,WMT,112.53,113.25,48391,24517,353,0,4163422.0,8519463.0,0.5066,0.0,7,0.0156,0.0,0.0044,16.729999542236328,27.34000015258789,55.90999984741211,7533.77001953125,25881.94921875
2026-07-16,XOM,144.51,145.09,24060,13402,3,120,9655372.0,2552619.0,0.557,40.0,7,0.0156,0.0,0.0044,16.729999542236328,27.34000015258789,55.90999984741211,7533.77001953125,25881.94921875
2026-07-17,AAPL,333.26,328.01,845411,612558,0,0,367464536.0,74633394.0,0.7246,,8,0.0234,0.0,0.0056,18.770000457763672,29.030000686645508,60.02000045776367,7457.68994140625,25520.240234375
2026-07-17,AMZN,249.89,255.12,317003,177493,0,0,145699332.0,127505167.0,0.5599,,8,0.0156,0.0312,0.0043,18.770000457763672,29.030000686645508,60.02000045776367,7457.68994140625,25520.240234375
2026-07-17,GOOGL,354.46,373.06,270967,188386,12,4,58948772.0,113379991.0,0.6952,0.3333,8,0.0156,0.0312,0.0038,18.770000457763672,29.030000686645508,60.02000045776367,7457.68994140625,25520.240234375
2026-07-17,JPM,343.15,349.28,18274,12660,518,44,17564170.0,1953065.0,0.6928,0.0849,7,0.0156,0.0,0.0043,18.770000457763672,29.030000686645508,60.02000045776367,7457.68994140625,25520.240234375
2026-07-17,META,664.54,677.28,214104,96599,0,16,202329161.0,68545818.0,0.4512,,8,0.0156,0.0,0.0043,18.770000457763672,29.030000686645508,60.02000045776367,7457.68994140625,25520.240234375
2026-07-17,MSFT,401.1,398.31,490101,150539,0,0,210641425.0,114990901.0,0.3072,,8,0.0156,0.0,0.0043,18.770000457763672,29.030000686645508,60.02000045776367,7457.68994140625,25520.240234375
2026-07-17,NVDA,207.4,210.17,1473168,709200,512,11810,280425112.0,148665733.0,0.4814,23.0664,8,0.0156,0.0,0.0038,18.770000457763672,29.030000686645508,60.02000045776367,7457.68994140625,25520.240234375
2026-07-17,TSLA,391.06,392.35,964365,813432,3,1531,457188691.0,420513906.0,0.8435,510.3333,8,0.0156,0.0,0.0043,18.770000457763672,29.030000686645508,60.02000045776367,7457.68994140625,25520.240234375
2026-07-17,WMT,114.95,113.76,59061,40208,353,0,8649342.0,19046419.0,0.6808,0.0,7,0.0156,0.0312,0.0043,18.770000457763672,29.030000686645508,60.02000045776367,7457.68994140625,25520.240234375
2026-07-17,XOM,145.95,145.28,60485,20927,3,120,9027030.0,12112587.0,0.346,40.0,7,0.0156,0.0,0.0043,18.770000457763672,29.030000686645508,60.02000045776367,7457.68994140625,25520.240234375
2026-07-20,AAPL,333.74,331.98,267112,302573,0,0,132703341.0,73971792.0,1.1328,,8,0.0234,0.0312,0.0061,18.649999618530273,28.530000686645508,62.06999969482422,7443.27978515625,25508.0703125
2026-07-20,AMZN,247.23,244.46,215381,97145,0,0,230887823.0,106066306.0,0.451,,8,0.0313,0.0,0.0093,18.649999618530273,28.530000686645508,62.06999969482422,7443.27978515625,25508.0703125
2026-07-20,GOOGL,346.77,346.0,100283,51228,12,4,54896783.0,23466107.0,0.5108,0.3333,8,0.0156,0.0,0.0041,18.649999618530273,28.530000686645508,62.06999969482422,7443.27978515625,25508.0703125
2026-07-20,JPM,341.1,339.03,22180,14923,194,442,37124054.0,5816902.0,0.6728,2.2784,7,0.0156,0.0,0.0046,18.649999618530273,28.530000686645508,62.06999969482422,7443.27978515625,25508.0703125
2026-07-20,META,646.01,647.7,252199,94326,0,20,292334508.0,103805047.0,0.374,,8,0.0156,0.0,0.0046,18.649999618530273,28.530000686645508,62.06999969482422,7443.27978515625,25508.0703125
2026-07-20,MSFT,393.82,394.86,182351,61277,32,17,105547633.0,42354065.0,0.336,0.5312,8,0.0156,0.0,0.0046,18.649999618530273,28.530000686645508,62.06999969482422,7443.27978515625,25508.0703125
2026-07-20,NVDA,202.81,202.64,866842,447878,0,0,203983862.0,118129211.0,0.5167,,8,0.0234,-0.0312,0.0061,18.649999618530273,28.530000686645508,62.06999969482422,7443.27978515625,25508.0703125
2026-07-20,TSLA,380.84,381.78,436149,367412,147,31,289750165.0,236253674.0,0.8424,0.2109,8,0.0156,0.0,0.0046,18.649999618530273,28.530000686645508,62.06999969482422,7443.27978515625,25508.0703125
2026-07-20,WMT,114.24,116.96,46873,18085,63,0,6399476.0,6069311.0,0.3858,0.0,7,0.0313,0.0,0.0093,18.649999618530273,28.530000686645508,62.06999969482422,7443.27978515625,25508.0703125
2026-07-20,XOM,147.36,149.03,40261,16076,632,330,11753044.0,4616850.0,0.3993,0.5222,7,0.0156,0.0,0.0046,18.649999618530273,28.530000686645508,62.06999969482422,7443.27978515625,25508.0703125
2026-07-21,AAPL,326.59,333.51,352536,262809,163,0,146904509.0,78044750.0,0.7455,0.0,8,0.0156,0.0,0.0046,17.049999237060547,26.65999984741211,63.779998779296875,7509.2001953125,25837.2109375
2026-07-21,AMZN,249.99,248.76,239353,88145,0,0,205009474.0,75926020.0,0.3683,,8,0.0156,0.0312,0.0046,17.049999237060547,26.65999984741211,63.779998779296875,7509.2001953125,25837.2109375
2026-07-21,GOOGL,351.99,350.88,113411,46083,40,419,82832823.0,29493565.0,0.4063,10.475,8,0.0156,0.0,0.0046,17.049999237060547,26.65999984741211,63.779998779296875,7509.2001953125,25837.2109375
2026-07-21,JPM,338.87,341.8,26747,16115,203,400,24987457.0,5204309.0,0.6025,1.9704,7,0.0156,0.0,0.0046,17.049999237060547,26.65999984741211,63.779998779296875,7509.2001953125,25837.2109375
2026-07-21,META,645.85,646.7,120484,47908,0,20,149679146.0,45849358.0,0.3976,,8,0.0156,0.0,0.0046,17.049999237060547,26.65999984741211,63.779998779296875,7509.2001953125,25837.2109375
2026-07-21,MSFT,402.29,391.41,205740,70397,0,17,145857934.0,33398787.0,0.3422,,8,0.0156,0.0,0.0046,17.049999237060547,26.65999984741211,63.779998779296875,7509.2001953125,25837.2109375
2026-07-21,NVDA,203.28,205.87,821147,456905,27,9263,232530334.0,183949515.0,0.5564,343.0741,8,0.0234,0.0,0.0068,17.049999237060547,26.65999984741211,63.779998779296875,7509.2001953125,25837.2109375
2026-07-21,TSLA,369.57,386.05,321402,235941,147,33,237710481.0,323094079.0,0.7341,0.2245,8,0.0156,0.0,0.0046,17.049999237060547,26.65999984741211,63.779998779296875,7509.2001953125,25837.2109375
2026-07-21,WMT,112.2,113.96,49387,21536,63,0,6140111.0,6200730.0,0.4361,0.0,7,0.0156,0.0,0.0046,17.049999237060547,26.65999984741211,63.779998779296875,7509.2001953125,25837.2109375
2026-07-21,XOM,148.36,146.5,26016,12423,2,173,7817549.0,3211183.0,0.4775,86.5,7,0.0234,0.0312,0.0068,17.049999237060547,26.65999984741211,63.779998779296875,7509.2001953125,25837.2109375
2026-07-22,AAPL,327.74,323.13,599019,398948,163,0,177201876.0,55371427.0,0.666,0.0,8,0.0156,0.0,0.0045,16.639999389648438,26.739999771118164,65.30999755859375,7498.9599609375,25690.900390625
2026-07-22,AMZN,247.55,249.11,309745,125624,0,0,137506578.0,132201756.0,0.4056,,8,0.0313,0.0,0.009,16.639999389648438,26.739999771118164,65.30999755859375,7498.9599609375,25690.900390625
2026-07-22,GOOGL,347.15,351.32,118988,54867,40,419,80449307.0,35599961.0,0.4611,10.475,8,0.0156,0.0,0.0045,16.639999389648438,26.739999771118164,65.30999755859375,7498.9599609375,25690.900390625
2026-07-22,JPM,345.23,340.12,23984,12759,193,398,26660793.0,3458478.0,0.532,2.0622,7,0.0156,0.0,0.0045,16.639999389648438,26.739999771118164,65.30999755859375,7498.9599609375,25690.900390625
2026-07-22,META,643.81,654.18,200203,61546,0,20,175462008.0,50868526.0,0.3074,,8,0.0156,0.0,0.0045,16.639999389648438,26.739999771118164,65.30999755859375,7498.9599609375,25690.900390625
2026-07-22,MSFT,397.75,398.81,256106,82138,0,17,95278699.0,38368881.0,0.3207,,8,0.0156,0.0,0.0045,16.639999389648438,26.739999771118164,65.30999755859375,7498.9599609375,25690.900390625
2026-07-22,NVDA,207.29,207.54,1383801,736248,27,9263,355040867.0,161498536.0,0.532,343.0741,8,0.0234,0.0,0.0067,16.639999389648438,26.739999771118164,65.30999755859375,7498.9599609375,25690.900390625
2026-07-22,TSLA,378.93,371.17,491589,289368,25,33,405932068.0,301803462.0,0.5886,1.32,8,0.0156,0.0,0.0045,16.639999389648438,26.739999771118164,65.30999755859375,7498.9599609375,25690.900390625
2026-07-22,WMT,110.39,111.51,69459,31935,63,0,7265332.0,5487823.0,0.4598,0.0,7,0.0313,0.0,0.009,16.639999389648438,26.739999771118164,65.30999755859375,7498.9599609375,25690.900390625
2026-07-22,XOM,151.71,149.01,44652,10979,2,173,15392934.0,2694376.0,0.2459,86.5,7,0.0234,0.0,0.0067,16.639999389648438,26.739999771118164,65.30999755859375,7498.9599609375,25690.900390625
2026-07-23,AAPL,325.89,327.87,223748,117750,163,0,105847448.0,27533246.0,0.5263,0.0,8,0.0234,0.0,0.0066,18.700000762939453,28.059999465942383,68.97000122070312,7408.2998046875,25137.689453125
2026-07-23,AMZN,244.85,248.27,256513,100542,0,1,113499925.0,97447925.0,0.392,,8,0.0156,0.0,0.0044,18.700000762939453,28.059999465942383,68.97000122070312,7408.2998046875,25137.689453125
2026-07-23,GOOGL,342.09,348.16,232828,138977,93,419,127513412.0,105126016.0,0.5969,4.5054,8,0.0156,0.0,0.0044,18.700000762939453,28.059999465942383,68.97000122070312,7408.2998046875,25137.689453125
2026-07-23,JPM,348.21,345.07,19335,20274,193,398,24242305.0,4346053.0,1.0486,2.0622,7,0.0156,0.0,0.0044,18.700000762939453,28.059999465942383,68.97000122070312,7408.2998046875,25137.689453125
2026-07-23,META,627.17,647.7,150175,64774,68,47,188074454.0,82587257.0,0.4313,0.6912,8,0.0156,0.0,0.0044,18.700000762939453,28.059999465942383,68.97000122070312,7408.2998046875,25137.689453125
2026-07-23,MSFT,390.34,399.58,218040,75887,6,17,164971739.0,54494810.0,0.348,2.8333,8,0.0156,0.0,0.0044,18.700000762939453,28.059999465942383,68.97000122070312,7408.2998046875,25137.689453125
2026-07-23,NVDA,212.06,205.81,1147664,582980,27,9263,479282553.0,155035274.0,0.508,343.0741,8,0.0234,0.0,0.0066,18.700000762939453,28.059999465942383,68.97000122070312,7408.2998046875,25137.689453125
2026-07-23,TSLA,374.01,375.53,404802,323608,25,33,281600232.0,314553027.0,0.7994,1.32,8,0.0156,0.0,0.0044,18.700000762939453,28.059999465942383,68.97000122070312,7408.2998046875,25137.689453125
2026-07-23,WMT,109.33,109.53,73417,35259,63,0,6127367.0,5676500.0,0.4803,0.0,7,0.0313,0.0,0.0088,18.700000762939453,28.059999465942383,68.97000122070312,7408.2998046875,25137.689453125
2026-07-23,XOM,154.45,153.86,47698,15487,2,173,24193080.0,2758111.0,0.3247,86.5,7,0.0313,0.0312,0.0088,18.700000762939453,28.059999465942383,68.97000122070312,7408.2998046875,25137.689453125
2026-07-24,AAPL,321.66,321.73,337779,257687,0,0,69487964.0,53212560.0,0.7629,,8,0.0234,0.0,0.0056,18.579999923706055,28.389999389648438,68.0,7411.97998046875,24975.8203125
2026-07-24,AMZN,233.66,236.26,354071,172213,0,0,119429527.0,253950582.0,0.4864,,8,0.0234,0.0312,0.0056,18.579999923706055,28.389999389648438,68.0,7411.97998046875,24975.8203125
2026-07-24,GOOGL,317.69,321.13,369299,218575,17,1,48708452.0,250603023.0,0.5919,0.0588,8,0.0234,0.0,0.0056,18.579999923706055,28.389999389648438,68.0,7411.97998046875,24975.8203125
2026-07-24,JPM,349.9,346.58,21905,19207,197,466,26064915.0,3807976.0,0.8768,2.3655,8,0.0156,0.0,0.0043,18.579999923706055,28.389999389648438,68.0,7411.97998046875,24975.8203125
2026-07-24,META,606.1,608.41,295963,138425,216,20,229212705.0,165576137.0,0.4677,0.0926,8,0.0156,0.0,0.0043,18.579999923706055,28.389999389648438,68.0,7411.97998046875,24975.8203125
2026-07-24,MSFT,381.58,389.97,287435,141986,44,17,96207611.0,84140287.0,0.494,0.3864,8,0.0156,0.0,0.0043,18.579999923706055,28.389999389648438,68.0,7411.97998046875,24975.8203125
2026-07-24,NVDA,208.76,209.46,1335538,738534,25,0,298181701.0,155653663.0,0.553,0.0,8,0.0234,-0.0312,0.0056,18.579999923706055,28.389999389648438,68.0,7411.97998046875,24975.8203125
2026-07-24,TSLA,319.69,341.0,1493033,1312762,0,0,313361659.0,1746788424.0,0.8793,,8,0.0156,0.0,0.0038,18.579999923706055,28.389999389648438,68.0,7411.97998046875,24975.8203125
2026-07-24,WMT,108.4,107.51,64790,40131,226,0,7771294.0,11297125.0,0.6194,0.0,8,0.0156,0.0,0.0043,18.579999923706055,28.389999389648438,68.0,7411.97998046875,24975.8203125
2026-07-24,XOM,156.89,156.6,75620,21608,3,129,23844284.0,5359883.0,0.2857,43.0,8,0.0156,0.0,0.0043,18.579999923706055,28.389999389648438,68.0,7411.97998046875,24975.8203125
2026-07-27,AAPL,333.02,321.79,373932,298273,592373,499139,212041875.0,56276679.0,0.7977,0.8426,8,0.0156,0.0,0.0041,18.670000076293945,28.649999618530273,60.619998931884766,7413.18017578125,24932.080078125
2026-07-27,AMZN,232.11,234.38,268327,113726,842070,343164,125465169.0,251139533.0,0.4238,0.4075,8,0.0156,0.0312,0.0041,18.670000076293945,28.649999618530273,60.619998931884766,7413.18017578125,24932.080078125
2026-07-27,GOOGL,319.74,318.42,173167,60676,497738,262955,41014512.0,131628507.0,0.3504,0.5283,8,0.0156,0.0,0.0041,18.670000076293945,28.649999618530273,60.619998931884766,7413.18017578125,24932.080078125
2026-07-27,JPM,353.21,350.64,23068,17881,124194,152501,35227496.0,5841844.0,0.7751,1.2279,7,0.0156,0.0,0.0046,18.670000076293945,28.649999618530273,60.619998931884766,7413.18017578125,24932.080078125
2026-07-27,META,595.19,605.3,179988,46315,423490,217305,123693491.0,75436511.0,0.2573,0.5131,8,0.0156,0.0,0.0046,18.670000076293945,28.649999618530273,60.619998931884766,7413.18017578125,24932.080078125
2026-07-27,MSFT,381.7,387.05,167912,63475,834358,292875,66181272.0,43281564.0,0.378,0.351,8,0.0156,0.0,0.0046,18.670000076293945,28.649999618530273,60.619998931884766,7413.18017578125,24932.080078125
2026-07-27,NVDA,206.84,207.45,925391,592094,1516954,1221204,234579169.0,165642534.0,0.6398,0.805,8,0.0156,0.0,0.0041,18.670000076293945,28.649999618530273,60.619998931884766,7413.18017578125,24932.080078125
2026-07-27,TSLA,313.03,320.72,568814,468458,805323,541640,240567110.0,598128063.0,0.8236,0.6726,8,0.0234,0.0312,0.0061,18.670000076293945,28.649999618530273,60.619998931884766,7413.18017578125,24932.080078125
2026-07-27,WMT,109.47,108.12,30106,12050,235469,249128,4156285.0,4133071.0,0.4003,1.058,7,0.0156,0.0,0.0046,18.670000076293945,28.649999618530273,60.619998931884766,7413.18017578125,24932.080078125
2026-07-27,XOM,156.94,156.99,39544,13780,223856,134121,10905129.0,3796541.0,0.3485,0.5991,7,0.0156,0.0,0.0046,18.670000076293945,28.649999618530273,60.619998931884766,7413.18017578125,24932.080078125
2026-07-28,AAPL,340.08,340.03,480421,397574,629006,517294,198708519.0,63002116.0,0.8276,0.8224,8,0.2907,0.01,0.0847,18.209999084472656,28.610000610351562,57.150001525878906,7428.77978515625,24876.91015625
2026-07-28,AMZN,230.86,232.85,225912,152988,865167,327166,73140515.0,185762982.0,0.6772,0.3782,8,0.4263,-0.0193,0.1242,18.209999084472656,28.610000610351562,57.150001525878906,7428.77978515625,24876.91015625
2026-07-28,GOOGL,333.71,327.9,195478,81268,483033,279664,80897086.0,108086159.0,0.4157,0.579,8,0.3195,-0.0013,0.0931,18.209999084472656,28.610000610351562,57.150001525878906,7428.77978515625,24876.91015625
2026-07-28,JPM,357.31,357.3,17934,13466,128269,158122,26027241.0,2908705.0,0.7509,1.2327,7,0.2439,0.0141,0.0711,18.209999084472656,28.610000610351562,57.150001525878906,7428.77978515625,24876.91015625
2026-07-28,META,593.41,595.9,102961,48637,408390,206283,123353561.0,83152156.0,0.4724,0.5051,8,0.5069,-0.008,0.1477,18.209999084472656,28.610000610351562,57.150001525878906,7428.77978515625,24876.91015625
2026-07-28,MSFT,393.35,393.16,166308,79669,841558,289380,145280026.0,70062024.0,0.479,0.3439,8,0.4495,-0.0056,0.131,18.209999084472656,28.610000610351562,57.150001525878906,7428.77978515625,24876.91015625
2026-07-28,NVDA,197.01,194.95,1355067,799886,1768671,1252960,327674962.0,200289596.0,0.5903,0.7084,8,0.4688,-0.0001,0.1366,18.209999084472656,28.610000610351562,57.150001525878906,7428.77978515625,24876.91015625
2026-07-28,TSLA,307.44,305.925,771880,759186,823442,571462,315630004.0,575874168.0,0.9836,0.694,8,0.4634,-0.0109,0.135,18.209999084472656,28.610000610351562,57.150001525878906,7428.77978515625,24876.91015625
2026-07-28,WMT,113.1,113.955,71933,31079,241135,254465,9030851.0,6774516.0,0.4321,1.0553,7,0.3296,-0.0193,0.0961,18.209999084472656,28.610000610351562,57.150001525878906,7428.77978515625,24876.91015625
2026-07-28,XOM,153.04,154.17,20375,13937,228595,138402,6679618.0,4354139.0,0.684,0.6054,7,0.3754,0.0103,0.1094,18.209999084472656,28.610000610351562,57.150001525878906,7428.77978515625,24876.91015625
2026-07-29,AAPL,338.19,339.69,842000,699447,684769,623989,155679431.0,165834810.0,0.8307,0.9112,8,0.2995,0.0184,0.0859,20.65999984741211,30.84000015258789,67.58999633789062,7316.14990234375,24442.939453125
2026-07-29,AMZN,226.65,229.315,307824,162628,910016,363330,58517855.0,181699566.0,0.5283,0.3993,8,0.4625,0.0052,0.1326,20.65999984741211,30.84000015258789,67.58999633789062,7316.14990234375,24442.939453125
2026-07-29,GOOGL,336.71,334.52,282730,139057,499138,290872,95884927.0,118144123.0,0.4918,0.5827,8,0.3506,0.0102,0.1005,20.65999984741211,30.84000015258789,67.58999633789062,7316.14990234375,24442.939453125
2026-07-29,JPM,344.71,356.5,32765,24329,133761,160341,25910686.0,10539485.0,0.7425,1.1987,7,0.2526,0.0076,0.0724,20.65999984741211,30.84000015258789,67.58999633789062,7316.14990234375,24442.939453125
2026-07-29,META,585.61,593.42,182472,112002,435783,218569,197248115.0,161017878.0,0.6138,0.5016,8,0.522,0.0068,0.1497,20.65999984741211,30.84000015258789,67.58999633789062,7316.14990234375,24442.939453125
2026-07-29,MSFT,390.54,393.4,241216,141643,878852,309639,132917712.0,100028167.0,0.5872,0.3523,8,0.472,-0.0049,0.1353,20.65999984741211,30.84000015258789,67.58999633789062,7316.14990234375,24442.939453125
2026-07-29,NVDA,190.01,195.845,2000520,1446880,1926711,1400078,181919222.0,471005343.0,0.7233,0.7267,8,0.4836,-0.0057,0.1387,20.65999984741211,30.84000015258789,67.58999633789062,7316.14990234375,24442.939453125
2026-07-29,TSLA,298.32,307.32,1099121,1143990,924136,625059,154601314.0,842671957.0,1.0408,0.6764,8,0.4751,-0.0086,0.1362,20.65999984741211,30.84000015258789,67.58999633789062,7316.14990234375,24442.939453125
2026-07-29,WMT,114.22,113.48,39093,18700,246805,259631,6570615.0,3169370.0,0.4783,1.052,7,0.3279,0.0096,0.094,20.65999984741211,30.84000015258789,67.58999633789062,7316.14990234375,24442.939453125
2026-07-29,XOM,156.75,157.72,24220,13538,231838,139810,9439467.0,4001536.0,0.559,0.6031,7,0.3488,0.0001,0.1,20.65999984741211,30.84000015258789,67.58999633789062,7316.14990234375,24442.939453125
2026-07-30,AAPL,333.43,333.13,464712,424985,637542,599437,242652328.0,122815550.0,0.9145,0.9402,8,0.309,0.0068,0.0871,17.09000015258789,27.549999237060547,63.439998626708984,7437.6298828125,25122.1796875
2026-07-30,AMZN,235.5,233.25,674106,312349,896689,366395,308877004.0,234229735.0,0.4634,0.4086,8,0.4872,-0.0228,0.1373,17.09000015258789,27.549999237060547,63.439998626708984,7437.6298828125,25122.1796875
2026-07-30,GOOGL,333.66,334.195,171028,93272,484611,288337,75740076.0,117774310.0,0.5454,0.595,8,0.3287,-0.0065,0.0927,17.09000015258789,27.549999237060547,63.439998626708984,7437.6298828125,25122.1796875
2026-07-30,JPM,350.85,347.54,45419,16283,138818,166098,23444867.0,2855999.0,0.3585,1.1965,7,0.2313,0.0153,0.0652,17.09000015258789,27.549999237060547,63.439998626708984,7437.6298828125,25122.1796875
2026-07-30,META,539.03,525.74,360650,269512,492556,259437,148177699.0,822523633.0,0.7473,0.5267,8,0.3842,-0.0333,0.1083,17.09000015258789,27.549999237060547,63.439998626708984,7437.6298828125,25122.1796875
2026-07-30,MSFT,451.1,438.5,926506,370189,902057,362554,1078734734.0,108591384.0,0.3996,0.4019,8,0.3319,0.0213,0.0935,17.09000015258789,27.549999237060547,63.439998626708984,7437.6298828125,25122.1796875
2026-07-30,NVDA,195.04,193.45,1565706,844636,1875318,1337277,356368781.0,267014017.0,0.5395,0.7131,8,0.4509,0.0004,0.1271,17.09000015258789,27.549999237060547,63.439998626708984,7437.6298828125,25122.1796875
2026-07-30,TSLA,308.85,302.885,913743,612090,844074,564257,387643984.0,768175454.0,0.6699,0.6685,8,0.4536,-0.0193,0.1279,17.09000015258789,27.549999237060547,63.439998626708984,7437.6298828125,25122.1796875
2026-07-30,WMT,111.1,112.0,44144,29378,253229,265348,5600203.0,6011901.0,0.6655,1.0479,7,0.3308,-0.0056,0.0932,17.09000015258789,27.549999237060547,63.439998626708984,7437.6298828125,25122.1796875
2026-07-30,XOM,156.97,155.09,25122,19233,235520,144820,7050443.0,3852013.0,0.7656,0.6149,7,0.3935,0.093,0.1109,17.09000015258789,27.549999237060547,63.439998626708984,7437.6298828125,25122.1796875
2026-07-31,AAPL,308.91,304.81,1310002,927930,758429,668055,659551852.0,306225287.0,0.7083,0.8808,8,0.2771,0.0106,0.0768,15.989999771118164,26.0,63.040000915527344,7489.72021484375,25373.849609375
2026-07-31,AMZN,271.58,264.985,1363540,573824,1088190,468132,1018612856.0,53475530.0,0.4208,0.4302,8,0.3254,-0.0043,0.0901,15.989999771118164,26.0,63.040000915527344,7489.72021484375,25373.849609375
2026-07-31,GOOGL,356.13,341.5,519661,227235,502740,304951,299275195.0,99327167.0,0.4373,0.6066,8,0.3338,-0.0029,0.0925,15.989999771118164,26.0,63.040000915527344,7489.72021484375,25373.849609375
2026-07-31,JPM,351.79,353.3,27209,22804,148302,167285,28822559.0,6150407.0,0.8381,1.128,7,0.2325,0.0323,0.0644,15.989999771118164,26.0,63.040000915527344,7489.72021484375,25373.849609375
2026-07-31,META,556.71,543.56,308263,203318,593892,275341,179541317.0,328218858.0,0.6596,0.4636,8,0.3988,-0.0259,0.1105,15.989999771118164,26.0,63.040000915527344,7489.72021484375,25373.849609375
2026-07-31,MSFT,464.72,449.585,680854,284817,883571,419398,546277028.0,33736702.0,0.4183,0.4747,8,0.3143,0.0146,0.0871,15.989999771118164,26.0,63.040000915527344,7489.72021484375,25373.849609375
2026-07-31,NVDA,200.75,198.4405,2804174,1400214,2080871,1442427,582652489.0,107002259.0,0.4993,0.6932,8,0.4506,0.002,0.1248,15.989999771118164,26.0,63.040000915527344,7489.72021484375,25373.849609375
2026-07-31,TSLA,311.21,309.6,1455299,1263006,931133,603594,374828004.0,457614991.0,0.8679,0.6482,8,0.4482,-0.0123,0.1241,15.989999771118164,26.0,63.040000915527344,7489.72021484375,25373.849609375
2026-07-31,WMT,111.2,110.78,60307,20235,261171,269011,6435840.0,2614220.0,0.3355,1.03,7,0.3463,0.0027,0.0959,15.989999771118164,26.0,63.040000915527344,7489.72021484375,25373.849609375
2026-07-31,XOM,155.44,153.74,61821,17323,243329,151339,13418160.0,2700845.0,0.2802,0.622,7,0.3179,0.0259,0.0881,15.989999771118164,26.0,63.040000915527344,7489.72021484375,25373.849609375
2026-08-03,AAPL,303.42,309.67,1034871,508431,673103,490221,112897180.0,100329370.0,0.4913,0.7283,8,0.2718,0.0022,0.0711,15.859999656677246,24.770000457763672,57.20000076293945,7600.5,25913.900390625
2026-08-03,AMZN,284.02,278.29,835214,358248,806014,427730,690900577.0,71891268.0,0.4289,0.5307,8,0.3324,-0.0077,0.087,15.859999656677246,24.770000457763672,57.20000076293945,7600.5,25913.900390625
2026-08-03,GOOGL,373.51,365.24,450364,174794,407651,277572,221627054.0,86088195.0,0.3881,0.6809,8,0.3417,-0.0111,0.0894,15.859999656677246,24.770000457763672,57.20000076293945,7600.5,25913.900390625
2026-08-03,JPM,352.64,353.75,18574,18764,127375,153626,23830806.0,5742652.0,1.0102,1.2061,7,0.2299,0.0334,0.0681,15.859999656677246,24.770000457763672,57.20000076293945,7600.5,25913.900390625
2026-08-03,META,590.24,562.42,465306,275425,425238,208445,289741981.0,242586527.0,0.5919,0.4902,8,0.3925,-0.0183,0.1027,15.859999656677246,24.770000457763672,57.20000076293945,7600.5,25913.900390625
2026-08-03,MSFT,487.65,476.395,733660,321042,628537,352600,592739686.0,56035176.0,0.4376,0.561,8,0.3084,0.013,0.0807,15.859999656677246,24.770000457763672,57.20000076293945,7600.5,25913.900390625
